"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene"
"SLC25A43",9.61926404434639,3.51868388511521,1.25498698068824,0.000668243084514382,0.00436566945320052,"SLC25A43"
"ZNF384",10.5112882892799,3.51856570494566,1.16956307629037,0.00025511187892276,0.00208019963130844,"ZNF384"
"USP36",18.6363379102919,3.51847840994281,1.1130809075539,0.000127925690781703,0.00121813877118346,"USP36"
"MEGF10",5.58155525337106,3.51845004473218,1.18251418212207,0.000305512407225316,0.00239742044961811,"MEGF10"
"NACA",54.5031086209171,3.51660190618211,1.07627546106592,9.4837841113307e-05,0.000958243627042447,"NACA"
"ARHGEF40",9.88808451900969,3.51510413068605,1.13761188796752,0.000229290102151632,0.00191501299517306,"ARHGEF40"
"FAU",9.61987170182252,3.51377279536792,1.26031240283632,0.000208103102629202,0.00178332622392556,"FAU"
"USP35",12.8551387186375,3.51333134541668,1.0078366906035,4.19081474464251e-05,0.000504630060149983,"USP35"
"SF3A2",22.5742306035077,3.5129728736464,0.926482675889026,1.28045667569482e-05,0.000206318509512469,"SF3A2"
"COX4I1",14.5009060470279,3.51191599320626,1.11380132174887,3.83197965822296e-05,0.000471989373085347,"COX4I1"
"RBM42",5.80227801292739,3.51155324457629,1.34660095330831,0.00132227944325179,0.00740052426621269,"RBM42"
"FAR1",6.38611461337688,3.51117049712434,1.04427727490128,0.00010415752771479,0.00102926575114524,"FAR1"
"ANKH",44.7903452627599,3.50407069761763,0.851384171076555,5.84411105146419e-06,0.000111298023272561,"ANKH"
"TGIF1",21.2912562448444,3.50246925842895,0.94734127783061,1.41891845265641e-05,0.000222291980648423,"TGIF1"
"ZXDC",8.91429632691904,3.50121812473355,0.966024150508034,3.62432348655191e-05,0.000451634172737787,"ZXDC"
"GREM1",18.4705421795884,3.49947020929315,0.835629823976596,3.37361293177556e-06,7.24103160717145e-05,"GREM1"
"SLC25A46",4.34910207778868,3.49912817644952,1.31205398443594,0.000862870438515085,0.00532455116447889,"SLC25A46"
"LRBA",26.9991729735468,3.49738387747901,0.942901755475355,1.91014908909513e-05,0.000276277551463697,"LRBA"
"CDC25B",34.0095692253882,3.4961759698818,0.819249800717723,3.35119949652211e-06,7.24094802528348e-05,"CDC25B"
"XRCC5",19.6436194659559,3.49531173842625,1.04828223232729,4.29316549531571e-05,0.000514124759443273,"XRCC5"
"NUTF2",16.0982182744559,3.49498992629249,0.878463145074048,8.94378176495276e-06,0.000157783495780958,"NUTF2"
"AFF1",40.9128870040731,3.49445598070147,0.944776377387831,2.43084835574834e-05,0.000331247040646864,"AFF1"
"IGFBP4",41.6848723314935,3.49277199250927,0.997685050847656,4.80299830168947e-05,0.000564182618463623,"IGFBP4"
"STOM",14.515437751167,3.49227597952744,1.22776601153586,0.000699014492982925,0.00452486202489314,"STOM"
"SLC8B1",20.1045750097368,3.4914674375409,1.08217723595062,0.00011001092181746,0.00107806125950245,"SLC8B1"
"TAF15",69.3116352808306,3.49053087336579,0.784085035816768,6.70907561990591e-07,2.01286512919088e-05,"TAF15"
"QSOX1",47.577190044693,3.48965610905432,1.05168225453342,2.87977161566916e-05,0.00037610030222755,"QSOX1"
"NAPA",4.47751970401592,3.48899055897437,1.30991652863927,0.00135677927693397,0.00752533473221878,"NAPA"
"RGMA",29.1524183484325,3.48787512142285,0.768378380165743,9.29395833322365e-07,2.6058120080711e-05,"RGMA"
"PDZRN3",7.15548094539739,3.48738417786092,1.23763197555329,0.000444403928234863,0.00318129276083427,"PDZRN3"
"EIF2S3",17.303364111739,3.48719576658225,0.960259273458678,2.2767138762411e-05,0.000315105228062321,"EIF2S3"
"FAM189B",16.7511850046162,3.48569815991617,1.09286198290423,0.000226614372583715,0.00190612363034552,"FAM189B"
"CSTF2T",6.6066286161795,3.48531605812787,1.24525027730324,0.000317281825257184,0.00247297819785398,"CSTF2T"
"HDGF",39.0351415376983,3.48359218985425,0.824967542669794,1.48162346482672e-06,3.73205368653589e-05,"HDGF"
"MRPL2",14.7062659435819,3.48342251561001,1.35484109662242,0.00148649294494339,0.00802047797059756,"MRPL2"
"ARHGAP32",15.3795243171908,3.48204476266546,1.1101479525966,0.000170224113532813,0.00151896522995447,"ARHGAP32"
"KDM3A",23.5210276047777,3.48171207642239,1.17210025483488,0.000100614258653401,0.00100479158235422,"KDM3A"
"TENM3",15.9047286691682,3.48123335273379,1.48869118225827,0.000619072973914263,0.00413317590947379,"TENM3"
"IMPDH2",6.06792368979507,3.48001471779301,1.15308657094287,0.000235785028336285,0.00196339318527993,"IMPDH2"
"DUS1L",11.7146857731696,3.47956655928316,1.20715114283109,0.000277891525080524,0.00222486410250022,"DUS1L"
"TRAPPC10",17.2336159113255,3.47795083965364,0.98671821997894,6.66469687589447e-05,0.000724924042674998,"TRAPPC10"
"TSPAN9",5.92358246609547,3.4767363962292,1.16724253796635,0.000434517412907983,0.00313114001111816,"TSPAN9"
"ZBTB22",6.13517962007605,3.4751094034879,1.35248040798175,0.000626991102540151,0.00416628956965651,"ZBTB22"
"RHOA",22.7677163247854,3.47335333764031,0.743886180421857,3.99932691069779e-07,1.32352432260118e-05,"RHOA"
"ASXL2",17.6442498388761,3.47152662401353,1.16199724954294,0.000242139872124258,0.00200098159823854,"ASXL2"
"PROM2",58.227756340375,3.46749324020366,0.8326570429161,2.25956414355558e-06,5.25162843956972e-05,"PROM2"
"UBE4B",19.4178597093115,3.46222169098232,0.883175648391351,9.4500130753858e-06,0.00016486189477565,"UBE4B"
"IL1RN",5.95311105904992,3.4617150095611,1.29900800194594,0.00122598969552304,0.00696320755122027,"IL1RN"
"TXNDC5",12.5606420996751,3.46143996627808,1.12367266052329,0.000251849137078388,0.00205953712734647,"TXNDC5"
"BRWD3",17.3203816176085,3.46014022351871,0.984133975991281,2.85564493361079e-05,0.000373614339217756,"BRWD3"
"ATMIN",13.4331697792519,3.45974874729829,0.945013328249404,3.48273199367353e-05,0.000435141342198061,"ATMIN"
"AHCTF1",24.3762960927733,3.45964943053124,0.923632569519556,3.20611276152044e-05,0.000407424275477026,"AHCTF1"
"UBE3C",31.7628467059373,3.45913999902547,0.789729208618534,1.64807131497551e-06,4.0721493037976e-05,"UBE3C"
"FOXO3",19.2935443930959,3.45902980181701,0.803802431760305,1.65122181804262e-06,4.0721493037976e-05,"FOXO3"
"KMT2B",57.3791785058024,3.45813765065777,0.93602177502179,2.81025445432693e-05,0.000369067896785258,"KMT2B"
"NFIX",16.106681153032,3.45762287695013,0.771937893711401,7.7713296797432e-07,2.26893925009196e-05,"NFIX"
"HDAC7",42.4322076751988,3.45639905362262,0.983016573834337,8.9282643702052e-06,0.00015777678351937,"HDAC7"
"ATP2B1",8.25089676858642,3.45602037596965,1.12127125517592,0.000315626325586376,0.0024627916106356,"ATP2B1"
"MARK2",30.7332058021977,3.45601222147296,0.760444318645244,4.15940382332407e-07,1.35763439837087e-05,"MARK2"
"ENO2",5.87603283902408,3.45585364101865,1.45079789698006,0.000721508518784768,0.00464282189387412,"ENO2"
"RTL8A",10.5464077881014,3.45461137504241,1.17374778628442,0.000420459632902226,0.00305319376800686,"RTL8A"
"TULP4",14.8377159347493,3.45344182529148,1.1465914798722,5.89827065321911e-05,0.000655982190779693,"TULP4"
"DST",167.42102784627,3.45281680100579,0.987031052159673,5.87764998957007e-05,0.000655024227149957,"DST"
"GUCY1A1",7.16336035674068,3.4517023933273,1.17174419468704,0.00037081695892549,0.0027842797271924,"GUCY1A1"
"SCRIB",48.570177897415,3.45054846006284,0.925666490169381,2.32632064781066e-05,0.000319467804414115,"SCRIB"
"EPAS1",34.632488355179,3.45045428955038,0.97039503547593,5.5684508665058e-05,0.000635604032266506,"EPAS1"
"XPO6",18.6407909445035,3.4482065032618,0.895914456914396,5.41690927335012e-06,0.000104571509483211,"XPO6"
"PLXNB3",10.6571154467302,3.44804885800726,1.05242757157407,4.85618766871519e-05,0.000569011508678394,"PLXNB3"
"UBALD2",8.4272399838488,3.44754703627208,1.05817255162619,0.000113902479623185,0.00110927356275343,"UBALD2"
"RAB11FIP3",10.5360745549222,3.4442454709029,0.937291000522363,2.96967627893687e-05,0.000382887732642855,"RAB11FIP3"
"EPS8L2",7.06601971598949,3.44271201425544,1.31416555155501,0.00063171491703114,0.00419096877585307,"EPS8L2"
"NID2",9.52582808259744,3.44083519295026,1.20872318422786,0.000443836654061636,0.00318045423861307,"NID2"
"TNS3",33.7146643528649,3.44054421405234,0.986534369377686,2.54853885499381e-05,0.000342658444908826,"TNS3"
"INPPL1",42.4733611390146,3.44032974523284,1.22594584844887,0.000280435355970042,0.00224015376778557,"INPPL1"
"RPL37A",35.2823064163252,3.4401108645655,1.23574786880972,6.91349437300542e-05,0.000744056275589792,"RPL37A"
"FLNC",46.7459825305158,3.4400153192807,0.937702526469014,2.57765733167849e-05,0.000345259485819419,"FLNC"
"RHOB",8.26662468143818,3.43805603492393,1.11897334229166,0.000250651694755475,0.00205093173050933,"RHOB"
"RHOC",16.5915209966007,3.43753855434208,0.903853693601575,9.38366231464755e-06,0.000163906714670315,"RHOC"
"WDR11",12.8522031380126,3.43696343027026,1.04432164140482,0.000178665522540479,0.00157696595816334,"WDR11"
"ARID4A",4.60375560222193,3.43518524812389,1.39808847896795,0.00106553226414038,0.0062816171984012,"ARID4A"
"IL17RA",28.5845662631459,3.43398589453068,0.758126514626984,9.64573562175014e-07,2.69862862117349e-05,"IL17RA"
"IARS2",10.6589156260041,3.43323921137718,1.24855793082404,0.000844206458134921,0.00522942993110433,"IARS2"
"ADCY9",7.85569728088846,3.43291705424671,1.17232152450228,0.000650312363933436,0.00428617724568255,"ADCY9"
"TRA2B",8.84540196281311,3.43195455706743,1.18422520552466,0.000375913275353237,0.00281208602118401,"TRA2B"
"PBX2",8.45350765960704,3.43028153294649,0.954278076631382,4.13252499143694e-05,0.000499971837791056,"PBX2"
"COL16A1",78.7123151510205,3.42912850894771,0.886647126885218,1.42628163385087e-05,0.00022295116999941,"COL16A1"
"PAX8",5.66411695438677,3.42762570154082,1.29299765930829,0.00133382233606646,0.00744401399326825,"PAX8"
"LRCH3",40.609377095548,3.42092397116047,0.593342456160314,1.50748468370077e-09,1.57794563447226e-07,"LRCH3"
"RUSC2",15.9408224081843,3.42085494530904,0.952263931631129,2.81401211359445e-05,0.000369218246770688,"RUSC2"
"RAB10",16.6051657917657,3.42048375364566,0.955349418253674,5.45283927646091e-05,0.000624452930742254,"RAB10"
"RHOBTB2",14.6262586184697,3.4204532920792,1.16108139031984,8.88547795886826e-05,0.000909860065483821,"RHOBTB2"
"SH3RF1",9.77130087273862,3.41918405276545,1.28307200102634,0.000746754225952938,0.00476501373327378,"SH3RF1"
"EPN1",89.5026527638608,3.41911457841822,0.798437740260726,1.50915358586606e-06,3.79445891605623e-05,"EPN1"
"MMS19",9.61163639099015,3.41846389332789,1.04241714148742,7.64208950006229e-05,0.000807102890324217,"MMS19"
"DCHS1",19.8120016428684,3.41518183640211,0.973320910861474,5.58619924578169e-05,0.000636601464049525,"DCHS1"
"CDK4",14.5776158434323,3.41367951810657,0.925348204259857,2.63242485562233e-05,0.000351263414870625,"CDK4"
"INHBA",17.9744433707864,3.41347132966056,0.989682466700195,3.72398657210931e-05,0.000461611002197163,"INHBA"
"TAB2",26.4250475894665,3.41327180467948,1.4133872778317,0.000215291191183768,0.00183823554236727,"TAB2"
"TUBB6",9.39346852491222,3.41267324983756,1.13750834854773,0.000269394076425224,0.00217531868226562,"TUBB6"
"FAM168A",15.628540117686,3.41171510608938,0.866648750181073,1.64389981878961e-05,0.000248183208753376,"FAM168A"
"SYVN1",53.2122224422298,3.41072084264418,1.22061577552941,0.000281657905412751,0.00224864850925852,"SYVN1"
"TLCD3A",9.37770714819071,3.40987494626821,1.08589462804983,0.000217738027678931,0.00185464500851776,"TLCD3A"
"PPIF",25.0736637952451,3.40886174568068,1.27629390147285,0.000298186154746135,0.00234985943809343,"PPIF"
"EPHB4",42.7369104426854,3.40712043121399,0.981938886367512,2.29698279883685e-05,0.000317288992476672,"EPHB4"
"MAP3K2",13.8855106028836,3.40474153917976,1.03588755868357,0.00011138124784613,0.00108847054862633,"MAP3K2"
"LAMA3",31.3944650858567,3.40184181494207,0.912965824903054,1.65433329009427e-05,0.000249491822009841,"LAMA3"
"MTMR3",19.6022099999084,3.4014049081917,1.17011986807776,0.000116614633941797,0.00113256453074333,"MTMR3"
"TNK2",57.8134151331329,3.4013623148008,1.08736016318698,2.80504232539252e-05,0.000368978119068652,"TNK2"
"NOL8",3.93178904101545,3.39843267532308,1.39238986042491,0.00123150277372029,0.00698329281518516,"NOL8"
"THEMIS2",6.76887225614871,3.39613775921403,1.34272280356205,0.00164775750950837,0.00865593359362928,"THEMIS2"
"DLST",8.53487684512742,3.39573712250262,1.12602176994234,0.000238769822889396,0.00198240679626913,"DLST"
"PAN3",10.1726585203315,3.39458625638678,1.25652027565865,0.000604855080576923,0.00405657671743355,"PAN3"
"SPINT2",38.1666886375929,3.39415083245339,1.04867606261788,5.68151958200764e-05,0.000642798664638511,"SPINT2"
"CAST",26.3118854011337,3.39361684653574,0.922665733576574,2.6641674223811e-05,0.000354828933512416,"CAST"
"YWHAE",25.9757731961472,3.39353430115753,1.01285839758848,2.94403319020142e-05,0.000380537369263828,"YWHAE"
"STK11IP",12.3010549573443,3.39341922060223,1.18812232887412,0.000248404754614916,0.00203918650667785,"STK11IP"
"DDX27",11.7259516583875,3.39260235071763,1.00491825353539,0.000117310181861148,0.00113697543201638,"DDX27"
"NECTIN1",29.8352248254193,3.39155445941555,0.734146370225828,7.95811152125374e-07,2.29502191646605e-05,"NECTIN1"
"OSBP",7.19426298006177,3.3895693588454,1.19235785495646,0.000789923037472165,0.00496990313558289,"OSBP"
"RBM12B",7.91982409151306,3.3875615471413,1.19439833838192,0.000769495347961629,0.00487611603679183,"RBM12B"
"ARAP3",9.91098515197702,3.38709079993282,1.34904859896384,0.000716696778355422,0.00461816788642976,"ARAP3"
"PDGFA",8.08158762604511,3.38658230443912,1.04757546264426,0.000188554212157745,0.0016427001060426,"PDGFA"
"GAB1",8.31192167346393,3.38655866667701,1.14567248426833,0.000181586726028401,0.00159838171216056,"GAB1"
"LBH",7.12433947207025,3.38423707869678,1.11722099958499,0.000258653325057316,0.00210059203240513,"LBH"
"ZNF652",20.3104663382774,3.38341045918809,0.814603346564308,5.24203153790975e-06,0.000101611999536629,"ZNF652"
"PSMD5",3.60253398120585,3.38198312716458,1.36369739292509,0.00124252975655446,0.00702889831460011,"PSMD5"
"SPRY4",9.88556825032439,3.38117183676272,1.29452753316291,0.000325278139145504,0.00252139626125349,"SPRY4"
"TINF2",8.66984841754123,3.37889494703829,1.43446139500714,0.00152766878089932,0.00818017716668749,"TINF2"
"ERGIC2",15.4750420657657,3.37681999446559,1.21593839104043,0.000825373466188954,0.00514461042288443,"ERGIC2"
"RETREG3",10.7346036064941,3.37553914464439,0.976297234086022,7.76895449955232e-05,0.000818055857177152,"RETREG3"
"KIAA1549L",8.5404806094915,3.37532835713167,0.982220084153779,9.34250325510507e-05,0.000948411734898634,"KIAA1549L"
"IGF2R",86.3978765065756,3.37433026329256,0.621140155568965,8.60854169574213e-09,6.47060120758149e-07,"IGF2R"
"TRAPPC14",7.06338838674996,3.37386858302448,1.3181470510507,0.00117928165517074,0.00676865518652222,"TRAPPC14"
"CAPG",14.0288671185655,3.37335316106233,1.02077489221662,6.68193108065477e-05,0.000725210200466456,"CAPG"
"BCAM",33.9629687331024,3.37222239838669,0.849468909241306,1.30347761548521e-05,0.000209074258619995,"BCAM"
"SUMO2",28.489949229589,3.37197772697107,0.915266942712743,4.19602519762388e-05,0.000504630060149983,"SUMO2"
"LTBP4",41.0537049749799,3.37182692380166,0.924921248915596,2.46776978751887e-05,0.00033498611784274,"LTBP4"
"CREBBP",78.6706505415584,3.37101159008659,0.807794354775624,1.55810769559674e-06,3.89003884213383e-05,"CREBBP"
"SOX2",6.76921490040173,3.37063863275242,1.5286706788677,0.00105501272845023,0.00623630397602709,"SOX2"
"VEZF1",8.86506855596143,3.37056163516275,1.13898663837392,0.00038944181308171,0.00288882008433472,"VEZF1"
"ZNF787",7.08261814939553,3.36907636142527,1.23253311695017,0.000586397819667939,0.00395720515268751,"ZNF787"
"ZBTB4",58.4338505632887,3.36789438985897,0.809904967377079,3.87426986018338e-06,8.09871411157564e-05,"ZBTB4"
"CHPF",32.5035743930271,3.36497293267603,0.838197181709269,8.02618382378744e-06,0.000145221515510807,"CHPF"
"FXR2",5.63179206675232,3.36496474411927,1.17708641020619,0.000418854647726635,0.00304575063921318,"FXR2"
"MYBL2",7.39309475201824,3.36381682995347,1.25698114122613,0.000676154594723695,0.00440716816330283,"MYBL2"
"VAC14",16.8696384248674,3.3634336730777,1.45016204614697,0.00055883553156575,0.00381861938905011,"VAC14"
"BCLAF1",14.8398048778834,3.36320387422758,1.12691138584968,0.000113792825091601,0.00110896993887546,"BCLAF1"
"TMEM87B",13.7820002151558,3.36166653929617,1.12642512106395,0.000178155779827253,0.00157443359896117,"TMEM87B"
"CMYA5",19.5803064729735,3.36060409884613,1.08438158176928,0.000190005950480949,0.00165229174538234,"CMYA5"
"CTSA",40.9485202367154,3.35878070108847,0.886352860142197,1.2718606718734e-05,0.00020540186461992,"CTSA"
"SPTBN1",40.680327805579,3.35843019340958,0.715249743125946,2.03159480444875e-07,7.98830610980919e-06,"SPTBN1"
"C1QB",6.43727987853861,3.35783105473576,1.48607976782779,0.00102518876433952,0.00610233463727116,"C1QB"
"TMEM106A",10.8510867644195,3.35748322279729,1.0910463692225,0.000276127617308426,0.00221954457348428,"TMEM106A"
"DAPK1",5.9938068727951,3.35685463072197,1.16823733220334,0.00028037826122795,0.00224015376778557,"DAPK1"
"MEGF9",9.74707125695328,3.35653039946744,1.2227525362313,0.00022851301237218,0.00191316731495707,"MEGF9"
"RIPOR1",36.7591526359089,3.35535583624294,0.781716978463592,1.85917152525055e-06,4.45842846532556e-05,"RIPOR1"
"RBM15",7.52415971880794,3.35528728472933,1.11512535581387,0.00042993085567482,0.00310532917327586,"RBM15"
"SMG6",9.78252047666936,3.35455665271033,1.14092405485253,0.000345868504502218,0.00264054073739897,"SMG6"
"PA2G4",8.84266639386983,3.3539365810949,1.15592617552048,0.000403316834773621,0.00296373904949872,"PA2G4"
"SERPINB5",4.66538648867682,3.35297431426205,1.24788110165179,0.0011316344318081,0.00656719759995081,"SERPINB5"
"SMS",7.08999557183286,3.35110995196821,1.30006562358742,0.000721386160601293,0.00464282189387412,"SMS"
"PLEKHN1",7.5621250261001,3.35041757349855,1.30469294455677,0.00103921139700452,0.00617280212319081,"PLEKHN1"
"LRFN4",11.4247750539717,3.35012130141708,1.18490256907055,0.000656131290408386,0.00431698265971262,"LRFN4"
"RALGAPA2",10.5490232698155,3.34991686959692,1.13148679128202,0.000418979403007905,0.00304575063921318,"RALGAPA2"
"ACTR1A",14.5280363873287,3.3490433461749,0.887741169030186,2.71801413409419e-05,0.000359964927168557,"ACTR1A"
"TMEM127",22.2353092904214,3.34898901160974,0.931372506228996,3.36943065168654e-05,0.000423230440346511,"TMEM127"
"TNFSF10",5.72626870407226,3.34832267588036,1.32224376289566,0.00155159608095422,0.00827724767149306,"TNFSF10"
"HSPA8",32.2423232330807,3.34816234905428,1.09768748564326,0.000227907352879496,0.00191217194970628,"HSPA8"
"AKAP17A",8.35114314234683,3.34605415474995,1.09966265439926,0.000271552556206151,0.0021865009525636,"AKAP17A"
"SPTAN1",48.2909890173417,3.34442935118645,0.908079648593553,1.04673745016183e-05,0.000178640663142957,"SPTAN1"
"LGALS3",7.79682054984646,3.34087882591986,1.06769801753535,0.000121611408766762,0.00116625766370875,"LGALS3"
"COLGALT1",28.0446582445351,3.33928741928892,0.929153735701044,5.80389223575512e-05,0.000651945955353383,"COLGALT1"
"NAP1L1",21.1575100879231,3.33927600792185,0.985445195091263,7.04714765386731e-05,0.000756831562564803,"NAP1L1"
"RGS12",26.8584536478822,3.3382896438259,0.956181517950044,7.27534979687818e-05,0.000775909192299514,"RGS12"
"CERS2",11.0671977523144,3.33753155853157,1.08334890604814,8.12357019200614e-05,0.000848441761886465,"CERS2"
"FDPS",7.95926918766242,3.33599081701425,1.10889364654106,0.000310322305130774,0.00242810880055535,"FDPS"
"AKNA",29.3029027964898,3.33507010840792,0.804879826787719,3.57187255959086e-06,7.59009490820729e-05,"AKNA"
"BUB3",8.33435304060342,3.33467628391808,1.20201186690585,0.000724177639815002,0.0046536399400754,"BUB3"
"PTGES2",11.644487561764,3.33230127602107,1.14673872323167,0.000541902580848543,0.0037299685192259,"PTGES2"
"HSPA9",19.0375206178762,3.33046492099479,0.954065268486176,7.38723065356989e-05,0.000786653778188366,"HSPA9"
"PKD1",61.8456899112884,3.32979123796033,0.844185456816532,5.17773605209563e-06,0.000101062396159729,"PKD1"
"SPSB1",3.59264777068829,3.32952294153552,1.24459799126955,0.00126817455767075,0.00713682782733787,"SPSB1"
"MAPRE1",4.87279580426957,3.32945706383186,1.29842763787159,0.00162829182397717,0.00859200588671448,"MAPRE1"
"CDC37",9.23615575498837,3.32925780151121,1.08762091741623,0.000162675571851996,0.00146418376168188,"CDC37"
"TMEM30A",11.2412678995606,3.32698700303885,1.08345570648764,0.000375245297477567,0.00281155424106866,"TMEM30A"
"MFSD14B",6.15160344111225,3.32675425246873,1.34471931876331,0.00101790673646233,0.00606409784694316,"MFSD14B"
"ATP11B",20.4998790444303,3.32657770420593,0.92072182816395,1.69124482624625e-05,0.000253699176523005,"ATP11B"
"CAD",29.0065316214312,3.32632201878331,1.15719322231226,0.000225837536855191,0.00190298761675653,"CAD"
"INSR",25.8911288141353,3.32513320379292,1.00902398840271,9.02150301030825e-05,0.000918464402295864,"INSR"
"NDUFB5",19.9857068895213,3.32419875795979,0.939655233342251,3.10852219770537e-05,0.000398969365810851,"NDUFB5"
"H4C8",6.5443068810151,3.32000834224293,1.13851018252932,0.000470303499986109,0.00331299040792807,"H4C8"
"RALGDS",14.7360129915733,3.31945694092697,1.22283336927406,0.000414174341689799,0.00302219391533301,"RALGDS"
"PFKFB3",20.1926859460614,3.31917111948175,1.03861262778406,0.000183204902373481,0.00160930842143748,"PFKFB3"
"PIK3R4",7.77605925818032,3.31784728641341,1.21033045376321,0.000684084933978436,0.00444655207085983,"PIK3R4"
"PLEKHH3",15.0258498607584,3.31778915156278,0.973892395610639,5.16352093736014e-05,0.000597100772224519,"PLEKHH3"
"PPP2R3B",17.5652149128251,3.31645297101597,0.904673024974665,2.84785366897681e-05,0.000372965896165999,"PPP2R3B"
"LRPAP1",35.8346607865334,3.31525686765449,1.28444738854951,0.000328019342746819,0.00253569000675891,"LRPAP1"
"AFAP1L1",11.347625662384,3.31321942228869,1.04188093315077,0.000118658652216865,0.00114611443231478,"AFAP1L1"
"DAZAP2",18.3811472057708,3.31201455775708,1.01183437923151,0.000157326118915795,0.00143061479176261,"DAZAP2"
"MAN1B1",9.43297109912991,3.31088907396402,0.998680533236981,0.000137768573506923,0.00128842337010346,"MAN1B1"
"KLF2",7.41497834901774,3.30987389630724,1.14104731612507,0.000480521977702739,0.00336818257287569,"KLF2"
"MCC",9.02757784980787,3.30844336766847,0.949195101261967,2.27571634462811e-05,0.000315105228062321,"MCC"
"FDFT1",15.5776372560031,3.30785879914184,1.08632905289558,0.000283012298776072,0.00225691128329835,"FDFT1"
"ITM2C",16.3122401702139,3.30771367113989,1.25606945995936,0.00112449782434907,0.00653920936455831,"ITM2C"
"WIZ",10.7842264426537,3.30767172464894,0.898219681447996,1.25435460187643e-05,0.000203373672935813,"WIZ"
"SMARCA2",31.6603317099401,3.30759224527249,0.807976598949075,3.48142941349054e-06,7.42022308326316e-05,"SMARCA2"
"MAP4",61.0164683090629,3.3049751469014,0.730725439562236,8.42672371442296e-07,2.41048649409941e-05,"MAP4"
"NPAS2",25.3282884757258,3.30486273143999,0.859026871459893,1.6111349005873e-05,0.000244805884733325,"NPAS2"
"EIF3G",5.76335826892132,3.30096935350371,1.21607454564936,0.000832613714257764,0.00517399489717523,"EIF3G"
"ZDHHC11",5.30673144345212,3.29942777795694,1.29065759618033,0.00171239693618168,0.00893809684800777,"ZDHHC11"
"EIF4G3",39.3885049836111,3.29873460520335,0.94734582482162,7.4616650484782e-05,0.000791597513513855,"EIF4G3"
"LMO4",9.06087291416008,3.29728065537087,1.27936983436973,0.00122523368432132,0.00696175017252532,"LMO4"
"SCD",20.5680292654408,3.29613320678326,0.954187374580963,6.69008066395295e-05,0.000725537450977124,"SCD"
"RAPGEF1",20.3597557605172,3.2952355366021,0.997128880349766,3.18752435400796e-05,0.000405426702488628,"RAPGEF1"
"B4GALT5",10.3653535659909,3.29339793533407,0.984822653861304,0.000118633772027891,0.00114611443231478,"B4GALT5"
"RNPEPL1",26.6130897881249,3.29335762780143,1.06700491188279,0.000123825032699474,0.00118628578784832,"RNPEPL1"
"RESF1",13.5501573206151,3.29317565929652,1.32463173954332,0.00190014802398414,0.00972815701314802,"RESF1"
"RAD21",18.975171722789,3.29315526164442,1.11888956015965,0.000487217322919224,0.0034066640228459,"RAD21"
"DGAT1",14.1365284772207,3.29165703091244,1.08549705218042,0.000267382853551753,0.00216031280934238,"DGAT1"
"EXOC7",16.5223913810883,3.28987780653849,0.84701981732683,1.14491680690386e-05,0.000190115386584706,"EXOC7"
"SEPTIN7",11.8185105239527,3.28819275975244,1.0240687347423,0.000272907240803547,0.00219490735332665,"SEPTIN7"
"DYNC2I1",5.9140015391684,3.2871910240736,1.1973913738338,0.00105709411590637,0.00624228873876848,"DYNC2I1"
"SLC13A4",9.55513714457576,3.28650741481976,1.12014889036016,0.000491550083774729,0.00343356116352975,"SLC13A4"
"FAM168B",8.19409895339197,3.28553448073605,1.01849657767121,8.92442115069681e-05,0.000912525291465243,"FAM168B"
"SBF1",44.9258799575978,3.28451767823009,0.980110392625308,6.25809535300946e-05,0.000687660539917392,"SBF1"
"LAD1",28.9599979782736,3.28418516422199,0.893277986259691,3.12127129679045e-05,0.000399879281005855,"LAD1"
"PWWP2A",6.88680778171146,3.28365606580921,1.18124801364105,0.000840887842580682,0.00521943013515174,"PWWP2A"
"ZNF217",8.82920930554937,3.28039112634777,1.21841395803848,0.000750764793710922,0.00478532128999956,"ZNF217"
"STXBP1",9.98313206190532,3.27958145778782,1.15645914845555,0.000882939251990405,0.00541781259242541,"STXBP1"
"PTGS2",7.24319564223747,3.27951110763056,1.39139909421713,0.00160275116854914,0.00849530261169088,"PTGS2"
"ZXDB",8.63907035449077,3.27708589861699,1.6161183366699,0.000772278479310517,0.00488717742549795,"ZXDB"
"ARAP1",54.3587740256095,3.2766286062547,1.02371324319745,0.000144661821865334,0.00134134921573428,"ARAP1"
"JOSD1",8.94844860282915,3.27502434068755,1.00359341350641,0.000140568086175205,0.00130940515869599,"JOSD1"
"NAXD",5.92065627473174,3.27471581067538,1.39881003735674,0.00140780585833386,0.00770786945803538,"NAXD"
"BRD4",50.3791389613987,3.27457634929903,0.921837127023672,3.93146414283496e-05,0.000480584081335647,"BRD4"
"TCF20",27.0018391514023,3.27423808760956,0.889842427202477,2.16963351861296e-05,0.000304157651304759,"TCF20"
"PTBP2",21.1840423912297,3.27328785638821,0.916455252282155,3.1574467585404e-05,0.000402325339449364,"PTBP2"
"USP9X",53.8483841393384,3.27298511864248,1.06960745302397,0.000114852875454757,0.00111622144639008,"USP9X"
"RASA3",5.46990563458234,3.27073518758973,1.17634691245525,0.000854722687840144,0.00528350231927781,"RASA3"
"NAGK",17.1693370063441,3.26686391552094,0.86769510680712,1.6972471288785e-05,0.000254065669260404,"NAGK"
"UBQLN1",13.356887603636,3.26640421694907,1.03923305632889,0.000237028872123418,0.00197258833449706,"UBQLN1"
